study_accession	sample_accession	sample_title	sample_alias	run_accession	library_layout	read_count	submitted_bytes	fastq_bytes	fastq_ftp
PRJEB4336	SAMEA2161216	Stool sample from danish	MetaHIT-MH0074	ERR321222	PAIRED	11172112	812010719;859206002	853289087;903583693	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321222/ERR321222_2.fastq.gz
PRJEB4336	SAMEA2161216	Stool sample from danish	MetaHIT-MH0074	ERR321223	PAIRED	11842386	1010797343;1026131213	1061051443;1076419534	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321223/ERR321223_2.fastq.gz
PRJEB4336	SAMEA2159541	Stool sample from danish	MetaHIT-MH0075	ERR321224	PAIRED	11673692	830294932;937754183	872969485;985665752	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321224/ERR321224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321224/ERR321224_2.fastq.gz
PRJEB4336	SAMEA2159541	Stool sample from danish	MetaHIT-MH0075	ERR321225	PAIRED	11858110	1014852295;1027506810	1065088900;1077825646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321225/ERR321225_2.fastq.gz
PRJEB4336	SAMEA2155055	Stool sample from danish	MetaHIT-MH0076	ERR321226	PAIRED	11202008	777812427;806844372	818129573;847948806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321226/ERR321226_2.fastq.gz
PRJEB4336	SAMEA2155055	Stool sample from danish	MetaHIT-MH0076	ERR321227	PAIRED	4119175	129293154;152022577	144914261;167183709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321227/ERR321227_2.fastq.gz
PRJEB4336	SAMEA2157853	Stool sample from danish	MetaHIT-MH0077	ERR321228	PAIRED	11031485	763899086;797697267	803406759;838113897	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321228/ERR321228_2.fastq.gz
PRJEB4336	SAMEA2157853	Stool sample from danish	MetaHIT-MH0077	ERR321229	PAIRED	13793388	1179304510;1189694872	1238326455;1248900817	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321229/ERR321229_2.fastq.gz
PRJEB4336	SAMEA2158480	Stool sample from danish	MetaHIT-MH0078	ERR321230	PAIRED	8559662	593251083;584020991	623341028;614163455	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321230/ERR321230_2.fastq.gz
PRJEB4336	SAMEA2158480	Stool sample from danish	MetaHIT-MH0078	ERR321231	PAIRED	4446341	151160288;192546182	167952335;208830769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321231/ERR321231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321231/ERR321231_2.fastq.gz
PRJEB4336	SAMEA2152664	Stool sample from danish	MetaHIT-MH0079	ERR321232	PAIRED	10411670	665691066;768985752	703071478;808129555	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321232/ERR321232_2.fastq.gz
PRJEB4336	SAMEA2152664	Stool sample from danish	MetaHIT-MH0079	ERR321233	PAIRED	3295805	96831796;110300452	109287977;122406727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321233/ERR321233_2.fastq.gz
PRJEB4336	SAMEA2153887	Stool sample from danish	MetaHIT-MH0080	ERR321234	PAIRED	13038927	1021255692;1121792821	1074512084;1177462654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321234/ERR321234_2.fastq.gz
PRJEB4336	SAMEA2153887	Stool sample from danish	MetaHIT-MH0080	ERR321235	PAIRED	10253124	723045814;795272049	759850276;836704479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321235/ERR321235_2.fastq.gz
PRJEB4336	SAMEA2152904	Stool sample from danish	MetaHIT-MH0081	ERR321236	PAIRED	10866009	757475262;794344833	797474991;835095871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321236/ERR321236_2.fastq.gz
PRJEB4336	SAMEA2152904	Stool sample from danish	MetaHIT-MH0081	ERR321237	PAIRED	13059070	1111395414;1123359378	1167052220;1179211544	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321237/ERR321237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321237/ERR321237_2.fastq.gz
PRJEB4336	SAMEA2149318	Stool sample from danish	MetaHIT-MH0082	ERR321238	PAIRED	11380428	832905055;869918047	875764681;914296138	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321238/ERR321238_2.fastq.gz
PRJEB4336	SAMEA2149318	Stool sample from danish	MetaHIT-MH0082	ERR321239	PAIRED	12790727	1087040431;1105104118	1141429754;1159768228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321239/ERR321239_2.fastq.gz
PRJEB4336	SAMEA2151468	Stool sample from danish	MetaHIT-MH0083	ERR321240	PAIRED	11683722	892941227;933018908	938692351;980820157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321240/ERR321240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321240/ERR321240_2.fastq.gz
PRJEB4336	SAMEA2151468	Stool sample from danish	MetaHIT-MH0083	ERR321241	PAIRED	12267365	984868118;1024650135	1035321747;1075918450	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321241/ERR321241_2.fastq.gz
PRJEB4336	SAMEA2154726	Stool sample from danish	MetaHIT-MH0084	ERR321242	PAIRED	13732684	1115587610;1182987425	1173216218;1241782406	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321242/ERR321242_2.fastq.gz
PRJEB4336	SAMEA2154726	Stool sample from danish	MetaHIT-MH0084	ERR321243	PAIRED	13047840	1110074561;1127339540	1165203828;1182627456	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321243/ERR321243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321243/ERR321243_2.fastq.gz
PRJEB4336	SAMEA2149627	Stool sample from danish	MetaHIT-MH0085	ERR321244	PAIRED	11429041	783712881;849273117	824987130;892455916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321244/ERR321244_2.fastq.gz
PRJEB4336	SAMEA2149627	Stool sample from danish	MetaHIT-MH0085	ERR321245	PAIRED	13287131	1115872734;1139024428	1171724404;1195282911	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321245/ERR321245_2.fastq.gz
PRJEB4336	SAMEA2163052	Stool sample from danish	MetaHIT-MH0086	ERR321246	PAIRED	11216331	948117220;965205113	995221639;1012642621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321246/ERR321246_2.fastq.gz
PRJEB4336	SAMEA2163052	Stool sample from danish	MetaHIT-MH0086	ERR321247	PAIRED	16498965	1198660397;1198514600	1263309377;1260627045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321247/ERR321247_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321247/ERR321247_2.fastq.gz
PRJEB4336	SAMEA2147589	Stool sample from danish	MetaHIT-MH0087	ERR321248	PAIRED	15824082	1107240324;1115891028	1155637363;1158076649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321248/ERR321248_2.fastq.gz
PRJEB4336	SAMEA2147589	Stool sample from danish	MetaHIT-MH0087	ERR321249	PAIRED	5153495	256779221;264548838	272639702;280228499	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321249/ERR321249_2.fastq.gz
PRJEB4336	SAMEA2147589	Stool sample from danish	MetaHIT-MH0087	ERR321250	PAIRED	5359230	257945270;271537678	274155174;287609033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321250/ERR321250_2.fastq.gz
PRJEB4336	SAMEA2147589	Stool sample from danish	MetaHIT-MH0087	ERR321251	PAIRED	5266919	259270793;276243830	275160165;291979066	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321251/ERR321251_2.fastq.gz
PRJEB4336	SAMEA1964852	Stool sample from danish	MetaHIT-MH0088	ERR321252	PAIRED	31957940	2030913682;2056566135	2146983550;2168884330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321252/ERR321252_2.fastq.gz
PRJEB4336	SAMEA1969126	Stool sample from danish	MetaHIT-MH0089	ERR321253	PAIRED	17092025	1140919175;1190926322	1181347451;1224566287	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321253/ERR321253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321253/ERR321253_2.fastq.gz
PRJEB4336	SAMEA1969126	Stool sample from danish	MetaHIT-MH0089	ERR321254	PAIRED	4151432	205193347;212757039	218033112;225440144	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321254/ERR321254_2.fastq.gz
PRJEB4336	SAMEA1969126	Stool sample from danish	MetaHIT-MH0089	ERR321255	PAIRED	4056311	208377303;221830346	220896337;234168991	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321255/ERR321255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321255/ERR321255_2.fastq.gz
PRJEB4336	SAMEA1969126	Stool sample from danish	MetaHIT-MH0089	ERR321256	PAIRED	4090879	210311029;223672208	222932686;236105306	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321256/ERR321256_2.fastq.gz
PRJEB4336	SAMEA2151677	Stool sample from danish	MetaHIT-MH0090	ERR321257	PAIRED	15608417	1080521079;1082071883	1121461373;1121174681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321257/ERR321257_2.fastq.gz
PRJEB4336	SAMEA2151677	Stool sample from danish	MetaHIT-MH0090	ERR321258	PAIRED	3842620	188234803;197480417	199750756;208880393	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321258/ERR321258_2.fastq.gz
PRJEB4336	SAMEA2151677	Stool sample from danish	MetaHIT-MH0090	ERR321259	PAIRED	4182961	210579792;227296039	223368196;239890403	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321259/ERR321259_2.fastq.gz
PRJEB4336	SAMEA2151677	Stool sample from danish	MetaHIT-MH0090	ERR321260	PAIRED	4034438	206992997;217552202	219301359;229671206	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321260/ERR321260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321260/ERR321260_2.fastq.gz
PRJEB4336	SAMEA2150876	Stool sample from danish	MetaHIT-MH0091	ERR321261	PAIRED	31231455	1951264569;2052235179	1991953366;2092443064	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321261/ERR321261_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321262	PAIRED	17582316	1197175371;1249364132	1239540974;1289995904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321262/ERR321262_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321263	PAIRED	9776024	674536285;672093454	702337861;697457274	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321263/ERR321263_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321264	PAIRED	3865488	266949468;274739172	278806657;286342511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321264/ERR321264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321264/ERR321264_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321265	PAIRED	1506572	98896502;100180506	102937707;104203562	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321265/ERR321265_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321266	PAIRED	1514303	99148603;100588601	103161570;104604146	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321266/ERR321266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321266/ERR321266_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321267	PAIRED	3774806	255767350;268644615	267570952;280219348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321267/ERR321267_2.fastq.gz
PRJEB4336	SAMEA2159429	Stool sample from danish	MetaHIT-MH0092	ERR321268	PAIRED	3904978	269001664;277236882	280421346;287983547	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321268/ERR321268_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321269	PAIRED	17218795	1165971198;1236620868	1206412881;1275475170	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321269/ERR321269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321269/ERR321269_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321270	PAIRED	3647631	250968845;258296414	262295701;269447421	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321270/ERR321270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321270/ERR321270_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321271	PAIRED	1694440	111259180;112575108	116009140;117304489	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321271/ERR321271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321271/ERR321271_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321272	PAIRED	1660557	108830358;110193264	113429013;114778602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321272/ERR321272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321272/ERR321272_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321273	PAIRED	1678157	110170222;111155014	114821663;115808749	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321273/ERR321273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321273/ERR321273_2.fastq.gz
PRJEB4336	SAMEA2163504	Stool sample from danish	MetaHIT-MH0093	ERR321274	PAIRED	3491447	237980234;247779203	248599507;257713902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321274/ERR321274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321274/ERR321274_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321275	PAIRED	17923670	1182774208;1285472026	1234012659;1333916495	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321275/ERR321275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321275/ERR321275_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321276	PAIRED	4169395	285538062;295274145	298509227;308040902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321276/ERR321276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321276/ERR321276_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321277	PAIRED	1895032	123765790;125846308	128929327;130996295	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321277/ERR321277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321277/ERR321277_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321278	PAIRED	1913965	124585757;126887203	129760507;132059725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321278/ERR321278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321278/ERR321278_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321279	PAIRED	4042523	271043199;285959947	283736215;298467264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321279/ERR321279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321279/ERR321279_2.fastq.gz
PRJEB4336	SAMEA2155310	Stool sample from danish	MetaHIT-MH0094	ERR321280	PAIRED	4213100	290527071;299986354	303215638;311857440	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321280/ERR321280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321280/ERR321280_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321281	PAIRED	15505163	1047018199;1103934041	1088053317;1142034088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321281/ERR321281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321281/ERR321281_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321282	PAIRED	3775619	258492603;265695297	270257937;277303971	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321282/ERR321282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321282/ERR321282_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321283	PAIRED	1607503	105784477;106922263	109656436;110794896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321283/ERR321283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321283/ERR321283_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321284	PAIRED	1568062	102986684;104166578	106719024;107904578	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321284/ERR321284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321284/ERR321284_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321285	PAIRED	1598760	105130854;105967939	108992976;109849446	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321285/ERR321285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321285/ERR321285_2.fastq.gz
PRJEB4336	SAMEA2157192	Stool sample from danish	MetaHIT-MH0095	ERR321286	PAIRED	3571690	242014698;251372482	253000550;261806962	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321286/ERR321286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321286/ERR321286_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321287	PAIRED	17867580	1193494133;1270837154	1238634329;1312918039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321287/ERR321287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321287/ERR321287_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321288	PAIRED	4093163	279946623;289147550	292740537;301699549	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321288/ERR321288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321288/ERR321288_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321289	PAIRED	1581271	102930381;104602941	107149764;108828884	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321289/ERR321289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321289/ERR321289_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321290	PAIRED	1592710	103419131;105188482	107622891;109400315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321290/ERR321290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321290/ERR321290_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321291	PAIRED	3992207	267991300;281874190	280580190;294247117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321291/ERR321291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321291/ERR321291_2.fastq.gz
PRJEB4336	SAMEA2146731	Stool sample from danish	MetaHIT-MH0096	ERR321292	PAIRED	4131611	282189767;291403647	294720519;303097438	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321292/ERR321292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321292/ERR321292_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321293	PAIRED	16962115	1167484397;1192133322	1217333825;1238445579	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321293/ERR321293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321293/ERR321293_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321294	PAIRED	3693505	250976966;259567124	262214146;270630684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321294/ERR321294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321294/ERR321294_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321295	PAIRED	1451615	95645147;96858161	98940848;100151813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321295/ERR321295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321295/ERR321295_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321296	PAIRED	1420293	93429832;94666694	96609989;97850457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321296/ERR321296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321296/ERR321296_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321297	PAIRED	1469710	96855098;97788432	100176108;101124386	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321297/ERR321297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321297/ERR321297_2.fastq.gz
PRJEB4336	SAMEA1964695	Stool sample from danish	MetaHIT-MH0097	ERR321298	PAIRED	3545607	238958575;250841643	249284092;260170686	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321298/ERR321298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321298/ERR321298_2.fastq.gz
PRJEB4336	SAMEA2151391	Stool sample from danish	MetaHIT-MH0098	ERR321299	PAIRED	19126628	1270780345;1364515559	1324298062;1416102463	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321299/ERR321299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321299/ERR321299_2.fastq.gz
PRJEB4336	SAMEA2151391	Stool sample from danish	MetaHIT-MH0098	ERR321300	PAIRED	8812696	604829940;606703988	631479316;631042781	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321300/ERR321300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321300/ERR321300_2.fastq.gz
PRJEB4336	SAMEA2151391	Stool sample from danish	MetaHIT-MH0098	ERR321301	PAIRED	6668105	449189230;472823447	469295926;492518200	ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321301/ERR321301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR321/ERR321301/ERR321301_2.fastq.gz
