study_accession	sample_accession	sample_title	sample_alias	run_accession	library_layout	read_count	submitted_bytes	fastq_bytes	fastq_ftp
PRJEB5224	SAMEA2338771	Stool sample from spanish	O2.UC4-1	ERR414393	PAIRED	41339038	3024298609;3005968444	3153012883;3134070556	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414393/ERR414393_2.fastq.gz
PRJEB5224	SAMEA2338773	Stool sample from spanish	O2.UC43-1	ERR414394	PAIRED	38155919	3249729020;3088825061	3363916895;3201141667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414394/ERR414394_2.fastq.gz
PRJEB5224	SAMEA2338774	Stool sample from spanish	O2.UC44-1	ERR414395	PAIRED	38242096	3161919879;3078892939	3276194176;3191448157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414395/ERR414395_2.fastq.gz
PRJEB5224	SAMEA2338775	Stool sample from spanish	O2.UC46-1	ERR414396	PAIRED	44665127	3660814313;3585676706	3796026445;3719665318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414396/ERR414396_2.fastq.gz
PRJEB5224	SAMEA2338776	Stool sample from spanish	O2.UC47-1	ERR414397	PAIRED	34511578	2859618765;2785434613	2961593581;2885665341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414397/ERR414397_2.fastq.gz
PRJEB5224	SAMEA2338777	Stool sample from spanish	O2.UC48-1	ERR414398	PAIRED	51666858	3724147188;3695843864	3885423444;3855794135	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414398/ERR414398_2.fastq.gz
PRJEB5224	SAMEA2338778	Stool sample from spanish	O2.UC5-1	ERR414399	PAIRED	36621734	2804991466;2823109515	2916832001;2933623379	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414399/ERR414399_2.fastq.gz
PRJEB5224	SAMEA2338779	Stool sample from spanish	O2.UC6-0	ERR414400	PAIRED	37234051	2389994693;2426936711	2495402242;2531649424	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414400/ERR414400_2.fastq.gz
PRJEB5224	SAMEA2338780	Stool sample from spanish	O2.UC6-1	ERR414401	PAIRED	37532367	2828319514;2913864363	2943155477;3026774378	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414401/ERR414401_2.fastq.gz
PRJEB5224	SAMEA2338781	Stool sample from spanish	O2.UC6-2	ERR414402	PAIRED	30891043	2006380643;2042402130	2091220884;2126269860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414402/ERR414402_2.fastq.gz
PRJEB5224	SAMEA2338782	Stool sample from spanish	O2.UC7-0	ERR414403	PAIRED	33036564	2503693234;2519860295	2604008708;2619448377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414403/ERR414403_2.fastq.gz
PRJEB5224	SAMEA2338783	Stool sample from spanish	O2.UC7-1	ERR414404	PAIRED	29324225	2161473373;2168714071	2250848170;2257602075	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414404/ERR414404_2.fastq.gz
PRJEB5224	SAMEA2338784	Stool sample from spanish	O2.UC8-0	ERR414405	PAIRED	30399819	1997851852;1983774765	2081446678;2066325252	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414405/ERR414405_2.fastq.gz
PRJEB5224	SAMEA2338785	Stool sample from spanish	O2.UC8-1	ERR414406	PAIRED	30590556	2261462290;2309372241	2355335836;2402565764	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414406/ERR414406_2.fastq.gz
PRJEB5224	SAMEA2338786	Stool sample from spanish	O2.UC8-2	ERR414407	PAIRED	31344144	2025620780;2023297796	2112337523;2108969214	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414407/ERR414407_2.fastq.gz
PRJEB5224	SAMEA2338787	Stool sample from spanish	O2.UC9-1	ERR414408	PAIRED	37404782	2862043080;2756246497	2977801771;2870883622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414408/ERR414408_2.fastq.gz
PRJEB5224	SAMEA2338788	Stool sample from spanish	V1.CD1-0-PN	ERR414409	PAIRED	36746026	2592730742;2718884489	2702228981;2829740843	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414409/ERR414409_2.fastq.gz
PRJEB5224	SAMEA2338789	Stool sample from spanish	V1.CD1-0-PT	ERR414410	PAIRED	37113815	2795568594;2862238028	2909702599;2974412511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414410/ERR414410_2.fastq.gz
PRJEB5224	SAMEA2338790	Stool sample from spanish	V1.CD12-3	ERR414411	PAIRED	21352818	1485072203;1509246370	1544316871;1568310082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414411/ERR414411_2.fastq.gz
PRJEB5224	SAMEA2338790	Stool sample from spanish	V1.CD12-3	ERR414412	PAIRED	27224099	1819798999;1831664466	1893231621;1904881322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414412/ERR414412_2.fastq.gz
PRJEB5224	SAMEA2338791	Stool sample from spanish	V1.CD1-3-PN	ERR414413	PAIRED	36392594	2570017620;2690010922	2678495471;2799818049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414413/ERR414413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414413/ERR414413_2.fastq.gz
PRJEB5224	SAMEA2338792	Stool sample from spanish	V1.CD20-0	ERR414414	PAIRED	18071814	1273280512;1300084188	1322987727;1349313449	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414414/ERR414414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414414/ERR414414_2.fastq.gz
PRJEB5224	SAMEA2338792	Stool sample from spanish	V1.CD20-0	ERR414415	PAIRED	22427719	1532659189;1567340862	1594199121;1628272157	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414415/ERR414415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414415/ERR414415_2.fastq.gz
PRJEB5224	SAMEA2338793	Stool sample from spanish	V1.CD2-0-PN	ERR414416	PAIRED	29666888	2074898272;2194818994	2161800409;2283356027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414416/ERR414416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414416/ERR414416_2.fastq.gz
PRJEB5224	SAMEA2338794	Stool sample from spanish	V1.CD2-0-PT	ERR414417	PAIRED	45473573	3441697415;3465854645	3581430090;3603264294	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414417/ERR414417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414417/ERR414417_2.fastq.gz
PRJEB5224	SAMEA2338795	Stool sample from spanish	V1.CD3-0-PN	ERR414418	PAIRED	37271636	2658978412;2794435560	2769736383;2907430996	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414418/ERR414418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414418/ERR414418_2.fastq.gz
PRJEB5224	SAMEA2338796	Stool sample from spanish	V1.CD3-0-PT	ERR414419	PAIRED	57104935	4282625950;4335270779	4462587763;4513166474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414419/ERR414419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414419/ERR414419_2.fastq.gz
PRJEB5224	SAMEA2338797	Stool sample from spanish	V1.CD32-0	ERR414420	PAIRED	25319445	1662395727;1674457214	1731166683;1742735091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414420/ERR414420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414420/ERR414420_2.fastq.gz
PRJEB5224	SAMEA2338797	Stool sample from spanish	V1.CD32-0	ERR414421	PAIRED	23378800	1651449185;1660098471	1715329636;1724012314	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414421/ERR414421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414421/ERR414421_2.fastq.gz
PRJEB5224	SAMEA2338798	Stool sample from spanish	V1.CD32-4	ERR414422	PAIRED	24170079	1616903315;1635237233	1682705463;1700268130	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414422/ERR414422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414422/ERR414422_2.fastq.gz
PRJEB5224	SAMEA2338798	Stool sample from spanish	V1.CD32-4	ERR414423	PAIRED	22513441	1593150655;1606729709	1654760991;1668260486	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414423/ERR414423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414423/ERR414423_2.fastq.gz
PRJEB5224	SAMEA2338799	Stool sample from spanish	V1.CD3-3-PN	ERR414424	PAIRED	35489863	2470640882;2570459526	2575959039;2677828238	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414424/ERR414424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414424/ERR414424_2.fastq.gz
PRJEB5224	SAMEA2338800	Stool sample from spanish	V1.CD37-4	ERR414425	PAIRED	34047377	2418192590;2470861196	2520972818;2573793637	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414425/ERR414425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414425/ERR414425_2.fastq.gz
PRJEB5224	SAMEA2338801	Stool sample from spanish	V1.CD40-0	ERR414426	PAIRED	24741869	1656139958;1681123757	1723083420;1747410930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414426/ERR414426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414426/ERR414426_2.fastq.gz
PRJEB5224	SAMEA2338801	Stool sample from spanish	V1.CD40-0	ERR414427	PAIRED	22949586	1607721760;1632864678	1670546262;1695572980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414427/ERR414427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414427/ERR414427_2.fastq.gz
PRJEB5224	SAMEA2338802	Stool sample from spanish	V1.CD4-0-PN	ERR414428	PAIRED	32201723	2279401960;2426228028	2374442455;2522678642	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414428/ERR414428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414428/ERR414428_2.fastq.gz
PRJEB5224	SAMEA2338803	Stool sample from spanish	V1.CD4-0-PT	ERR414429	PAIRED	50691117	3837097579;3879885283	3995611575;4036430833	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414429/ERR414429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414429/ERR414429_2.fastq.gz
PRJEB5224	SAMEA2338804	Stool sample from spanish	V1.CD43-0	ERR414430	PAIRED	32296361	2243727185;2401736791	2341016394;2498698967	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414430/ERR414430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414430/ERR414430_2.fastq.gz
PRJEB5224	SAMEA2338805	Stool sample from spanish	V1.CD44-0	ERR414431	PAIRED	22440532	1567397461;1524394450	1634285498;1590994527	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414431/ERR414431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414431/ERR414431_2.fastq.gz
PRJEB5224	SAMEA2338805	Stool sample from spanish	V1.CD44-0	ERR414432	PAIRED	24323619	1623040078;1639087466	1689062438;1704815401	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414432/ERR414432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414432/ERR414432_2.fastq.gz
PRJEB5224	SAMEA2338806	Stool sample from spanish	V1.CD44-4	ERR414433	PAIRED	44578732	3353909424;3412482505	3491335623;3547720190	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414433/ERR414433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414433/ERR414433_2.fastq.gz
PRJEB5224	SAMEA2338807	Stool sample from spanish	V1.CD45-0	ERR414434	PAIRED	22161571	1585437969;1527543011	1651311705;1592936760	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414434/ERR414434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414434/ERR414434_2.fastq.gz
PRJEB5224	SAMEA2338807	Stool sample from spanish	V1.CD45-0	ERR414435	PAIRED	24043914	1660153971;1650193571	1725587444;1714872618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414435/ERR414435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414435/ERR414435_2.fastq.gz
PRJEB5224	SAMEA2338808	Stool sample from spanish	V1.CD46-0	ERR414436	PAIRED	19752705	1370990367;1368292174	1429485612;1426391506	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414436/ERR414436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414436/ERR414436_2.fastq.gz
PRJEB5224	SAMEA2338808	Stool sample from spanish	V1.CD46-0	ERR414437	PAIRED	21355134	1454976571;1472651421	1513311964;1530542355	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414437/ERR414437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414437/ERR414437_2.fastq.gz
PRJEB5224	SAMEA2338809	Stool sample from spanish	V1.CD48-0	ERR414438	PAIRED	21350329	1497119714;1482166184	1560503465;1545247124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414438/ERR414438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414438/ERR414438_2.fastq.gz
PRJEB5224	SAMEA2338809	Stool sample from spanish	V1.CD48-0	ERR414439	PAIRED	22939092	1548374075;1567266343	1611105663;1629410490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414439/ERR414439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414439/ERR414439_2.fastq.gz
PRJEB5224	SAMEA2338810	Stool sample from spanish	V1.CD49-0	ERR414440	PAIRED	34840020	2455206765;2564475907	2560207566;2669381989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414440/ERR414440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414440/ERR414440_2.fastq.gz
PRJEB5224	SAMEA2338811	Stool sample from spanish	V1.CD50-0	ERR414441	PAIRED	37209566	2612458052;2721906381	2725077228;2834669275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414441/ERR414441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414441/ERR414441_2.fastq.gz
PRJEB5224	SAMEA2338812	Stool sample from spanish	V1.CD5-0-PN	ERR414442	PAIRED	34026782	2350877536;2481597575	2451734675;2584454261	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414442/ERR414442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414442/ERR414442_2.fastq.gz
PRJEB5224	SAMEA2338813	Stool sample from spanish	V1.CD51-0	ERR414443	PAIRED	39228522	2948378722;3018677512	3069095121;3137344021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414443/ERR414443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414443/ERR414443_2.fastq.gz
PRJEB5224	SAMEA2338814	Stool sample from spanish	V1.CD52-0	ERR414444	PAIRED	41599694	3117202617;3186415905	3246131499;3313427315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414444/ERR414444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414444/ERR414444_2.fastq.gz
PRJEB5224	SAMEA2338815	Stool sample from spanish	V1.CD53-0	ERR414445	PAIRED	34672351	2582895003;2631834391	2689297999;2737224199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414445/ERR414445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414445/ERR414445_2.fastq.gz
PRJEB5224	SAMEA2338816	Stool sample from spanish	V1.CD54-0	ERR414446	PAIRED	42367663	3187869545;3264183111	3318720579;3392859650	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414446/ERR414446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414446/ERR414446_2.fastq.gz
PRJEB5224	SAMEA2338817	Stool sample from spanish	V1.CD55-0	ERR414447	PAIRED	39623726	3007775943;3057539749	3129126733;3176786114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414447/ERR414447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414447/ERR414447_2.fastq.gz
PRJEB5224	SAMEA2338818	Stool sample from spanish	V1.CD6-0-PN	ERR414448	PAIRED	33511867	2352623694;2516111032	2451936670;2616955155	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414448/ERR414448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414448/ERR414448_2.fastq.gz
PRJEB5224	SAMEA2338819	Stool sample from spanish	V1.CD6-0-PT	ERR414449	PAIRED	49731787	3881506634;3931858795	4032958169;4079977621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414449/ERR414449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414449/ERR414449_2.fastq.gz
PRJEB5224	SAMEA2338820	Stool sample from spanish	V1.CD7-0-PN	ERR414450	PAIRED	34002397	2389072095;2491566157	2489905321;2594128890	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414450/ERR414450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414450/ERR414450_2.fastq.gz
PRJEB5224	SAMEA2338821	Stool sample from spanish	V1.CD8-0-PN	ERR414451	PAIRED	39745374	2795567025;2956368149	2914479097;3077075786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414451/ERR414451_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414451/ERR414451_2.fastq.gz
PRJEB5224	SAMEA2338822	Stool sample from spanish	V1.FI01	ERR414452	PAIRED	40279995	3131852627;3199890009	3254740586;3320306336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414452/ERR414452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414452/ERR414452_2.fastq.gz
PRJEB5224	SAMEA2338823	Stool sample from spanish	V1.FI02	ERR414453	PAIRED	53131192	4176454754;4202445040	4339269868;4361826989	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414453/ERR414453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414453/ERR414453_2.fastq.gz
PRJEB5224	SAMEA2338824	Stool sample from spanish	V1.FI03	ERR414454	PAIRED	39506687	3099729295;3107250652	3219020643;3224760820	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414454/ERR414454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414454/ERR414454_2.fastq.gz
PRJEB5224	SAMEA2338825	Stool sample from spanish	V1.FI04	ERR414455	PAIRED	41825885	3063809626;3139689812	3193748457;3266842718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414455/ERR414455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414455/ERR414455_2.fastq.gz
PRJEB5224	SAMEA2338826	Stool sample from spanish	V1.FI05	ERR414456	PAIRED	35025556	2620999635;2672345769	2728227951;2776809153	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414456/ERR414456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414456/ERR414456_2.fastq.gz
PRJEB5224	SAMEA2338827	Stool sample from spanish	V1.FI06	ERR414457	PAIRED	39904280	2927448324;3079089002	3051336242;3201321356	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414457/ERR414457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414457/ERR414457_2.fastq.gz
PRJEB5224	SAMEA2338828	Stool sample from spanish	V1.FI07	ERR414458	PAIRED	35658047	2742611919;2820650715	2850611917;2926976934	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414458/ERR414458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414458/ERR414458_2.fastq.gz
PRJEB5224	SAMEA2338829	Stool sample from spanish	V1.FI08	ERR414459	PAIRED	41496876	3192318365;3233497514	3319521302;3358661641	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414459/ERR414459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414459/ERR414459_2.fastq.gz
PRJEB5224	SAMEA2338830	Stool sample from spanish	V1.FI09	ERR414460	PAIRED	38418478	3046892957;3079025841	3163484228;3193705872	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414460/ERR414460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414460/ERR414460_2.fastq.gz
PRJEB5224	SAMEA2338831	Stool sample from spanish	V1.FI10	ERR414461	PAIRED	42527406	3298626212;3382717883	3428494703;3510815562	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414461/ERR414461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414461/ERR414461_2.fastq.gz
PRJEB5224	SAMEA2338832	Stool sample from spanish	V1.FI11	ERR414462	PAIRED	36641406	2836889305;2913346507	2948017515;3022793021	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414462/ERR414462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414462/ERR414462_2.fastq.gz
PRJEB5224	SAMEA2338833	Stool sample from spanish	V1.FI12	ERR414463	PAIRED	43281893	3405381717;3441055478	3537511864;3571249172	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414463/ERR414463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414463/ERR414463_2.fastq.gz
PRJEB5224	SAMEA2338834	Stool sample from spanish	V1.FI13	ERR414464	PAIRED	38306332	2940424684;3116165874	3056832032;3231780900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414464/ERR414464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414464/ERR414464_2.fastq.gz
PRJEB5224	SAMEA2338835	Stool sample from spanish	V1.FI14	ERR414465	PAIRED	41952783	3271359662;3331290126	3399262442;3456953228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414465/ERR414465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414465/ERR414465_2.fastq.gz
PRJEB5224	SAMEA2338836	Stool sample from spanish	V1.FI15	ERR414466	PAIRED	40513374	3153664040;3230793633	3277282086;3352052676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414466/ERR414466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414466/ERR414466_2.fastq.gz
PRJEB5224	SAMEA2338837	Stool sample from spanish	V1.FI16	ERR414467	PAIRED	39172289	3037640725;3113404136	3157334058;3230916580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414467/ERR414467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414467/ERR414467_2.fastq.gz
PRJEB5224	SAMEA2338838	Stool sample from spanish	V1.FI17	ERR414468	PAIRED	36076607	2663982051;2721418666	2774291589;2829380734	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414468/ERR414468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414468/ERR414468_2.fastq.gz
PRJEB5224	SAMEA2338839	Stool sample from spanish	V1.FI18	ERR414469	PAIRED	40968964	2978316834;3047630458	3106143635;3173278720	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414469/ERR414469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414469/ERR414469_2.fastq.gz
PRJEB5224	SAMEA2338840	Stool sample from spanish	V1.FI19	ERR414470	PAIRED	37891208	2783958758;2787522325	2900689309;2902318228	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414470/ERR414470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414470/ERR414470_2.fastq.gz
PRJEB5224	SAMEA2338841	Stool sample from spanish	V1.FI20	ERR414471	PAIRED	41011813	3011851672;3068699909	3138936810;3193619124	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414471/ERR414471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414471/ERR414471_2.fastq.gz
PRJEB5224	SAMEA2338842	Stool sample from spanish	V1.FI21	ERR414472	PAIRED	28224308	2053838901;2139717358	2139845047;2224017705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414472/ERR414472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR414/ERR414472/ERR414472_2.fastq.gz
